name,domain,country,headcount,headcount_raw,headcount_low_edge,headcount_high_edge,headcount_ambiguous,needs_domain_lookup,company_type,funding_usd,source,origin_url,hiring_signal,post_signal,signal_url
Oneresource (Oneresource Virtual Assistants Ltd),,UK,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/oneresource-oneresource-virtual-assistants,no verifiable signal found,no verifiable signal found,
Smogu.Studio,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/smogustudio,no verifiable signal found,no verifiable signal found,
AnswerFront,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/answerfront,no verifiable signal found,no verifiable signal found,
Biznatron,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/biznatron,no verifiable signal found,no verifiable signal found,
HelloSells,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/hellosells,no verifiable signal found,no verifiable signal found,
habitable.co,,UK,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/habitableco,no verifiable signal found,no verifiable signal found,
Leads at Scale,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/leads-scale,no verifiable signal found,no verifiable signal found,
AspireSix,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/aspiresix,no verifiable signal found,no verifiable signal found,
Koala Customer Care,,CA,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/koala-customer-care,no verifiable signal found,no verifiable signal found,
Teqnet Solutions,,AU,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/teqnet-solutions,no verifiable signal found,no verifiable signal found,
Gungho,,UK,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/gungho,no verifiable signal found,no verifiable signal found,
ProphetLogic,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/prophetlogic,no verifiable signal found,no verifiable signal found,
Branxify,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/branxify,no verifiable signal found,no verifiable signal found,
Amazon Consultant,,UK,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/amazon-consultant,no verifiable signal found,no verifiable signal found,
Call Savvys,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/call-savvys,no verifiable signal found,no verifiable signal found,
ProspectRamp,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/prospectramp,no verifiable signal found,no verifiable signal found,
Brandigade,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/brandigade,no verifiable signal found,no verifiable signal found,
VirtuHire US,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/virtuhire-us,no verifiable signal found,no verifiable signal found,
BizzBuzz.AI,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/bizzbuzzai,no verifiable signal found,no verifiable signal found,
WebStax Studio,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/webstax-studio,no verifiable signal found,no verifiable signal found,
SapientPro NYC,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/sapientpro-nyc,no verifiable signal found,no verifiable signal found,
ReveGro,,UK,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/revegro,no verifiable signal found,no verifiable signal found,
VonBridge Solutions,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/vonbridge-solutions,no verifiable signal found,no verifiable signal found,
TechNinja LLC,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/techninja,no verifiable signal found,no verifiable signal found,
@liveconx,,CA,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/liveconx,no verifiable signal found,no verifiable signal found,
GIC BPO LLC,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/gic-bpo,no verifiable signal found,no verifiable signal found,
RemoteReps247,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/remotereps247,no verifiable signal found,no verifiable signal found,
VoiceLogic.com,,CA,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/voicelogiccom,no verifiable signal found,no verifiable signal found,
Numa,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/numa,no verifiable signal found,no verifiable signal found,
Calibrus,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/calibrus,no verifiable signal found,no verifiable signal found,
AppointmentSetter,,CA,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/appointmentsetter,no verifiable signal found,no verifiable signal found,
Lead Generators International®,,CA,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/lead-generators-international,no verifiable signal found,no verifiable signal found,
WC Call Center,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/wc-call-center,no verifiable signal found,no verifiable signal found,
"High Standards Technology, Inc.",,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/high-standards-technology,no verifiable signal found,no verifiable signal found,
Zaphyre,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/zaphyre,no verifiable signal found,no verifiable signal found,
Dotcomsourcing,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/dotcomsourcing,no verifiable signal found,no verifiable signal found,
Blue Zebra,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/blue-zebra,no verifiable signal found,no verifiable signal found,
BYG Advantage,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/byg-advantage,no verifiable signal found,no verifiable signal found,
